"Year","Country","Rate","Change"
"2000","Switzerland","1.6904","12.35626453971419"
"2001","Switzerland","1.6891","-0.07690487458588836"
"2002","Switzerland","1.5567","-7.838493872476471"
"2003","Switzerland","1.345","-13.599280529324853"
"2004","Switzerland","1.2428","-7.598513011152422"
"2005","Switzerland","1.2459","0.24943675571291463"
"2006","Switzerland","1.2532","0.5859218235813536"
"2007","Switzerland","1.1999","-4.2531120331950305"
"2008","Switzerland","1.0816","-9.859154929577471"
"2009","Switzerland","1.086","0.4068047337278275"
"2010","Switzerland","1.0432","-3.941068139963183"
"2011","Switzerland","0.8862","-15.049846625766863"
"2012","Switzerland","0.9377","5.81132927104491"
"2013","Switzerland","0.9269","-1.151754292417621"
"2014","Switzerland","0.9147","-1.3162153414607822"
"2015","Switzerland","0.9628","5.258554717393685"
"2016","Switzerland","0.9848","2.285002077274618"
"1983","Taiwan","39.285","  "
"1984","Taiwan","39.636","0.8934707903780228"
"1985","Taiwan","39.9","0.666061156524361"
"1986","Taiwan","37.852","-5.132832080200506"
"1987","Taiwan","31.753","-16.11275494029377"
"1988","Taiwan","28.636","-9.816395301231383"
"1989","Taiwan","26.407","-7.7839083670903735"
"1990","Taiwan","26.918","1.9350929677736934"
"1991","Taiwan","26.759","-0.5906828144735824"
"1992","Taiwan","25.16","-5.975559624799134"
"1993","Taiwan","26.416","4.992050874403817"
"1994","Taiwan","26.465","0.18549364021804773"
"1995","Taiwan","26.496","0.11713583978839527"
"1996","Taiwan","27.468","3.6684782608695703"
"1997","Taiwan","28.775","4.758264161933882"
"1998","Taiwan","33.547","16.583840139009553"
"1999","Taiwan","32.322","-3.65159328703012"
"2000","Taiwan","31.26","-3.285687766846114"
"2001","Taiwan","33.824","8.20217530390274"
"2002","Taiwan","34.536","2.1050141911069162"
"2003","Taiwan","34.405","-0.37931433866110786"
"2004","Taiwan","33.372","-3.0024705711379194"
"2005","Taiwan","32.131","-3.718686323864316"
"2006","Taiwan","32.507","1.1702094550434088"
"2007","Taiwan","32.855","1.070538653213151"
"2008","Taiwan","31.521","-4.060264799878242"
"2009","Taiwan","33.02","4.755559785539806"
"2010","Taiwan","31.497","-4.612356147789228"
"2011","Taiwan","29.382","-6.714925230974374"
"2012","Taiwan","29.558","0.5990061942685942"
"2013","Taiwan","29.68","0.41274781784965114"
"2014","Taiwan","30.299","2.085579514824797"
"2015","Taiwan","31.744","4.769134294861217"
"2016","Taiwan","32.226","1.5183971774193525"
"1981","Thailand","21.819","  "
"1982","Thailand","23.014","5.476877950410194"
"1983","Thailand","22.992","-0.09559398626922076"
"1984","Thailand","23.583","2.5704592901878804"
"1985","Thailand","27.194","15.311877199677737"
"1986","Thailand","26.315","-3.232330661175251"
"1987","Thailand","25.771","-2.0672620178605374"
"1988","Thailand","25.312","-1.7810717473128697"
"1989","Thailand","25.72","1.6118836915297"
"1990","Thailand","25.609","-0.43157076205286593"
"1991","Thailand","25.542","-0.26162677183802635"
"1992","Thailand","25.411","-0.5128807454388858"
"1993","Thailand","25.333","-0.3069536814765375"
"1994","Thailand","25.161","-0.6789563020565944"
"1995","Thailand","24.921","-0.9538571598903143"
"1996","Thailand","25.359","1.7575538702299363"
"1997","Thailand","31.072","22.52849087109112"
"1998","Thailand","41.262","32.79479917610711"
"1999","Thailand","37.887","-8.179438708739276"
"2000","Thailand","40.21","6.131390714493099"
"2001","Thailand","44.532","10.74857000746082"
"2002","Thailand","43.019","-3.397556813078232"
"2003","Thailand","41.556","-3.400822892210421"
"2004","Thailand","40.271","-3.0922129175088955"
"2005","Thailand","40.252","-0.047180353107691274"
"2006","Thailand","37.876","-5.902812282619509"
"2007","Thailand","32.203","-14.977822367726251"
"2008","Thailand","32.962","2.3569232680185084"
"2009","Thailand","34.31","4.089557672471327"
"2010","Thailand","31.7","-7.607111629262614"
"2011","Thailand","30.462","-3.9053627760252354"
"2012","Thailand","31.055","1.9466876764493466"
"2013","Thailand","30.696","-1.1560135243922016"
"2014","Thailand","32.462","5.753192598384159"
"2015","Thailand","34.242","5.483334360174955"
"2016","Thailand","35.264","2.9846387477367142"
"1995","Venezuela","0.17","  "
"1996","Venezuela","0.42","147.05882352941174"
"1997","Venezuela","0.49","16.666666666666668"
"1998","Venezuela","0.55","12.244897959183684"
"1999","Venezuela","0.61","10.909090909090898"
"2000","Venezuela","0.68","11.475409836065584"
"2001","Venezuela","0.72","5.8823529411764595"
"2002","Venezuela","1.16","61.11111111111111"
"2003","Venezuela","1.61","38.79310344827588"
"2004","Venezuela","1.89","17.391304347826072"
"2005","Venezuela","2.11","11.64021164021164"
"2006","Venezuela","2.14","1.4218009478673106"
"2007","Venezuela","2.14","0.0"
"2008","Venezuela","2.14","0.0"
"2009","Venezuela","2.14","0.0"
"2010","Venezuela","4.24","98.13084112149532"
"2011","Venezuela","4.29","1.1792452830188638"
"2012","Venezuela","4.29","0.0"
"2013","Venezuela","6.07","41.4918414918415"
"2014","Venezuela","6.28","3.459637561779241"
"2015","Venezuela","6.28","0.0"
"2016","Venezuela","9.28","47.77070063694266"
